type	id	guardian	time	unixtime	weekday	weekday_num	hour	day_night	seek	location
chainsaw	ed7f84df28eb-2015-02-08T05-15-05	ed7f84df28eb	2015-02-08T05:19:00.000Z	1423372740	Sun	7	6	day	3:55	ed7f84df28eb-2015-02-08T05-15-05.wav
chainsaw	ed7f84df28eb-2015-02-08T05-21-06	ed7f84df28eb	2015-02-08T05:21:53.000Z	1423372913	Sun	7	6	day	0:47	ed7f84df28eb-2015-02-08T05-21-06.wav
chainsaw	ed7f84df28eb-2015-02-08T05-21-06	ed7f84df28eb	2015-02-08T05:24:06.000Z	1423373046	Sun	7	6	day	3:00	ed7f84df28eb-2015-02-08T05-21-06.wav
chainsaw	ed7f84df28eb-2015-02-08T05-27-07	ed7f84df28eb	2015-02-08T05:30:44.000Z	1423373444	Sun	7	6	day	3:37	ed7f84df28eb-2015-02-08T05-27-07.wav
chainsaw	ed7f84df28eb-2015-02-08T05-27-07	ed7f84df28eb	2015-02-08T05:32:39.000Z	1423373559	Sun	7	6	day	5:32	ed7f84df28eb-2015-02-08T05-27-07.wav
chainsaw	ed7f84df28eb-2015-02-08T05-33-07	ed7f84df28eb	2015-02-08T05:34:08.000Z	1423373648	Sun	7	6	day	1:01	ed7f84df28eb-2015-02-08T05-33-07.wav
chainsaw	ed7f84df28eb-2015-02-08T05-33-07	ed7f84df28eb	2015-02-08T05:34:36.000Z	1423373676	Sun	7	6	day	1:29	ed7f84df28eb-2015-02-08T05-33-07.wav
chainsaw	ed7f84df28eb-2015-02-08T05-33-07	ed7f84df28eb	2015-02-08T05:35:45.000Z	1423373745	Sun	7	6	day	2:38	ed7f84df28eb-2015-02-08T05-33-07.wav
chainsaw	ed7f84df28eb-2015-02-08T05-33-07	ed7f84df28eb	2015-02-08T05:37:28.000Z	1423373848	Sun	7	6	day	4:21	ed7f84df28eb-2015-02-08T05-33-07.wav
chainsaw	ed7f84df28eb-2015-02-08T05-33-07	ed7f84df28eb	2015-02-08T05:38:42.000Z	1423373922	Sun	7	6	day	5:35	ed7f84df28eb-2015-02-08T05-33-07.wav
